path_filename,base_filename,package
seqlogit_example.do,seqlogit_example.do,seqlogit
seqlogit_example.pdf,seqlogit_example.pdf,seqlogit
../g/gss.dta,gss.dta,seqlogit
sequences.ado,sequences.ado,sequences
sequences.sthlp,sequences.sthlp,sequences
setpoisson.ado,setpoisson.ado,setpoisson
setpoisson_ll.ado,setpoisson_ll.ado,setpoisson
setpoisson_me.ado,setpoisson_me.ado,setpoisson
setpoisson.sthlp,setpoisson.sthlp,setpoisson
setpoisson_simul.do,setpoisson_simul.do,setpoisson
setpoisson_sdata.dta,setpoisson_sdata.dta,setpoisson
../l/lsetpoisson.mlib,lsetpoisson.mlib,setpoisson
setpoisson_slides.pdf,setpoisson_slides.pdf,setpoisson
setrngseed.ado,setrngseed.ado,setrngseed
setrngseed.sthlp,setrngseed.sthlp,setrngseed
setroot.ado,setroot.ado,setroot
setroot.sthlp,setroot.sthlp,setroot
../r/require-sj.pdf,require-sj.pdf,setroot
sf12.ado,sf12.ado,sf12
sf12.sthlp,sf12.sthlp,sf12
sf36.ado,sf36.ado,sf36
sf36.hlp,sf36.hlp,sf36
sf36fr.ado,sf36fr.ado,sf36fr
sf36fr.hlp,sf36fr.hlp,sf36fr
sf36v2.ado,sf36v2.ado,sf36v2
sf36v2.sthlp,sf36v2.sthlp,sf36v2
sfcross.ado,sfcross.ado,sfcross
sfcross_p.ado,sfcross_p.ado,sfcross
sfcross.sthlp,sfcross.sthlp,sfcross
sfcross_postestimation.sthlp,sfcross_postestimation.sthlp,sfcross
../l/lsfcross.mlib,lsfcross.mlib,sfcross
sfkk.ado,sfkk.ado,sfkk
sfkk_ml.ado,sfkk_ml.ado,sfkk
sfkk.sthlp,sfkk.sthlp,sfkk
sfpanel.ado,sfpanel.ado,sfpanel
sfpanel_p.ado,sfpanel_p.ado,sfpanel
sfpanel.sthlp,sfpanel.sthlp,sfpanel
sfpanel_postestimation.sthlp,sfpanel_postestimation.sthlp,sfpanel
../l/lsfpanel.mlib,lsfpanel.mlib,sfpanel
sgini.ado,sgini.ado,sgini
sgini.sthlp,sgini.sthlp,sgini
sginicorr.ado,sginicorr.ado,sgini
sginicorr.sthlp,sginicorr.sthlp,sgini
../f/fracrank.ado,fracrank.ado,sgini
../f/fracrank.sthlp,fracrank.sthlp,sgini
sgpv.ado,sgpv.ado,sgpv
sgpv.dlg,sgpv.dlg,sgpv
sgpv.sthlp,sgpv.sthlp,sgpv
sgpvalue.ado,sgpvalue.ado,sgpv
sgpvalue.dlg,sgpvalue.dlg,sgpv
sgpvalue.sthlp,sgpvalue.sthlp,sgpv
sgpower.ado,sgpower.ado,sgpv
sgpower.dlg,sgpower.dlg,sgpv
sgpower.sthlp,sgpower.sthlp,sgpv
../p/plotsgpv.ado,plotsgpv.ado,sgpv
../p/plotsgpv.dlg,plotsgpv.dlg,sgpv
../p/plotsgpv.sthlp,plotsgpv.sthlp,sgpv
../f/fdrisk.ado,fdrisk.ado,sgpv
../f/fdrisk.dlg,fdrisk.dlg,sgpv
../f/fdrisk.sthlp,fdrisk.sthlp,sgpv
sgpvalue-examples.do,sgpvalue-examples.do,sgpv
sgpv-leukemia-example.do,sgpv-leukemia-example.do,sgpv
sgpower-plot-example.do,sgpower-plot-example.do,sgpv
../p/plotsgpv-leukemia-example.do,plotsgpv-leukemia-example.do,sgpv
../f/fdrisk-examples.do,fdrisk-examples.do,sgpv
../l/leukstats.dta,leukstats.dta,sgpv
sgtreg.ado,sgtreg.ado,sgtreg
sgtreg.sthlp,sgtreg.sthlp,sgtreg
sgtevaluator.ado,sgtevaluator.ado,sgtreg
sgtevaluator.sthlp,sgtevaluator.sthlp,sgtreg
shakespeare.ado,shakespeare.ado,shakespeare
shakespeare.sthlp,shakespeare.sthlp,shakespeare
shapley.ado,shapley.ado,shapley
shapley.hlp,shapley.hlp,shapley
shapley2.ado,shapley2.ado,shapley2
shapley2.hlp,shapley2.hlp,shapley2
sheafcoef.ado,sheafcoef.ado,sheafcoef
sheafcoef.hlp,sheafcoef.hlp,sheafcoef
sheafcoef_ex.ado,sheafcoef_ex.ado,sheafcoef
shortdir.ado,shortdir.ado,shortdir
shortdir.hlp,shortdir.hlp,shortdir
shorth.ado,shorth.ado,shorth
shorth.hlp,shorth.hlp,shorth
showgph.ado,showgph.ado,showgph
showgph.hlp,showgph.hlp,showgph
shownear.ado,shownear.ado,shownear
shownear.hlp,shownear.hlp,shownear
shp2dta.ado,shp2dta.ado,shp2dta
shp2dta.hlp,shp2dta.hlp,shp2dta
shp2dta.dlg,shp2dta.dlg,shp2dta
shuffle.ado,shuffle.ado,shuffle
shuffle.hlp,shuffle.hlp,shuffle
shuffle8.ado,shuffle8.ado,shuffle8
shuffle8.hlp,shuffle8.hlp,shuffle8
shufflevar.ado,shufflevar.ado,shufflevar
shufflevar.sthlp,shufflevar.sthlp,shufflevar
sicff.ado,sicff.ado,sicff
sicff.sthlp,sicff.sthlp,sicff
side_histogram.ado,side_histogram.ado,side_histogram
side_histogram.sthlp,side_histogram.sthlp,side_histogram
sigcoef.ado,sigcoef.ado,sigcoef
sigcoef.sthlp,sigcoef.sthlp,sigcoef
silhouette.ado,silhouette.ado,silhouette
silhouette.sthlp,silhouette.sthlp,silhouette
silvtest1.ado,silvtest1.ado,silvermtest
silvtest1.sthlp,silvtest1.sthlp,silvermtest
silvermtest.sthlp,silvermtest.sthlp,silvermtest
../b/bootsamb.ado,bootsamb.ado,silvermtest
../b/bootsamb.sthlp,bootsamb.sthlp,silvermtest
../c/critiband1.ado,critiband1.ado,silvermtest
../c/critiband1.sthlp,critiband1.sthlp,silvermtest
../n/nuamodes.ado,nuamodes.ado,silvermtest
../n/nuamodes.sthlp,nuamodes.sthlp,silvermtest
../n/numodes.ado,numodes.ado,silvermtest
../n/numodes.sthlp,numodes.sthlp,silvermtest
../w/warpdenm1.ado,warpdenm1.ado,silvermtest
../w/warpdenm1.sthlp,warpdenm1.sthlp,silvermtest
silica2.dta,silica2.dta,silvermtest
silvermtest_example.do,silvermtest_example.do,silvermtest
simarwilson.ado,simarwilson.ado,simarwilson
simarwilson.sthlp,simarwilson.sthlp,simarwilson
../f/ftruncreg.ado,ftruncreg.ado,simarwilson
../_/_ftruncreg_p.ado,_ftruncreg_p.ado,simarwilson
../f/ftruncreg.sthlp,ftruncreg.sthlp,simarwilson
simirt.ado,simirt.ado,simirt
simirt.hlp,simirt.hlp,simirt
simon2stage.ado,simon2stage.ado,simon2stage
simon2stage.sthlp,simon2stage.sthlp,simon2stage
simpplot.ado,simpplot.ado,simpplot
simpplot.sthlp,simpplot.sthlp,simpplot
simpute.ado,simpute.ado,simpute
simpute.sthlp,simpute.sthlp,simpute
simsum.ado,simsum.ado,simsum
simsum.sthlp,simsum.sthlp,simsum
../m/MIsim.do,MIsim.do,simsum
../m/MIsim.dta,MIsim.dta,simsum
simufe.ado,simufe.ado,simufe
simufe.sthlp,simufe.sthlp,simufe
simulate2.ado,simulate2.ado,simulate2
simulate2.sthlp,simulate2.sthlp,simulate2
simulate2.ihlp,simulate2.ihlp,simulate2
../p/psimulate2.ado,psimulate2.ado,simulate2
../p/psimulate2.sthlp,psimulate2.sthlp,simulate2
simulate2_examples.do,simulate2_examples.do,simulate2
../p/psimulate2_examples.do,psimulate2_examples.do,simulate2
simuped2.ado,simuped2.ado,simuped
simuped2.hlp,simuped2.hlp,simuped
simuped3.ado,simuped3.ado,simuped
simuped3.hlp,simuped3.hlp,simuped
singlearm.sthlp,singlearm.sthlp,singlearm
../c/ci_fixed.ado,ci_fixed.ado,singlearm
../c/ci_fixed.sthlp,ci_fixed.sthlp,singlearm
../c/ci_gs.ado,ci_gs.ado,singlearm
../c/ci_gs.sthlp,ci_gs.sthlp,singlearm
../d/des_admissable.ado,des_admissable.ado,singlearm
../d/des_admissable.sthlp,des_admissable.sthlp,singlearm
../d/des_bayesfreq.ado,des_bayesfreq.ado,singlearm
../d/des_bayesfreq.sthlp,des_bayesfreq.sthlp,singlearm
../d/des_curtailed.ado,des_curtailed.ado,singlearm
../d/des_curtailed.sthlp,des_curtailed.sthlp,singlearm
../d/des_fixed.ado,des_fixed.ado,singlearm
../d/des_fixed.sthlp,des_fixed.sthlp,singlearm
../d/des_gehan.ado,des_gehan.ado,singlearm
../d/des_gehan.sthlp,des_gehan.sthlp,singlearm
../d/des_gs.ado,des_gs.ado,singlearm
../d/des_gs.sthlp,des_gs.sthlp,singlearm
../e/est_fixed.ado,est_fixed.ado,singlearm
../e/est_fixed.sthlp,est_fixed.sthlp,singlearm
../e/est_gs.ado,est_gs.ado,singlearm
../e/est_gs.sthlp,est_gs.sthlp,singlearm
../o/opchar_curtailed.ado,opchar_curtailed.ado,singlearm
../o/opchar_curtailed.sthlp,opchar_curtailed.sthlp,singlearm
../o/opchar_fixed.ado,opchar_fixed.ado,singlearm
../o/opchar_fixed.sthlp,opchar_fixed.sthlp,singlearm
../o/opchar_gs.ado,opchar_gs.ado,singlearm
../o/opchar_gs.sthlp,opchar_gs.sthlp,singlearm
../p/pval_fixed.ado,pval_fixed.ado,singlearm
../p/pval_fixed.sthlp,pval_fixed.sthlp,singlearm
../p/pval_gs.ado,pval_gs.ado,singlearm
../p/pval_gs.sthlp,pval_gs.sthlp,singlearm
singleb.ado,singleb.ado,singleb
singleb_ll.ado,singleb_ll.ado,singleb
singleb.sthlp,singleb.sthlp,singleb
singleb.dta,singleb.dta,singleb
sivqr.ado,sivqr.ado,sivqr
sivqr.sthlp,sivqr.sthlp,sivqr
sivqr_examples.do,sivqr_examples.do,sivqr
sivqr_examples_init.do,sivqr_examples_init.do,sivqr
sivreg.ado,sivreg.ado,sivreg
sivreg.sthlp,sivreg.sthlp,sivreg
sixplot.ado,sixplot.ado,sixplot
sixplot.hlp,sixplot.hlp,sixplot
sizefx.ado,sizefx.ado,sizefx
sizefx.hlp,sizefx.hlp,sizefx
sizefx.hlp,sizefx.hlp,sizefx
skbim.ado,skbim.ado,skbim
skbim.hlp,skbim.hlp,skbim
skdecomp.ado,skdecomp.ado,skdecomp
skdecomp.sthlp,skdecomp.sthlp,skdecomp
../_/_ex_skdecomp.ado,_ex_skdecomp.ado,skdecomp
../e/exdata_skdecomp.dta,exdata_skdecomp.dta,skdecomp
skewplot.ado,skewplot.ado,skewplot
skewplot.hlp,skewplot.hlp,skewplot
skewplot6.ado,skewplot6.ado,skewplot
skewplot6.hlp,skewplot6.hlp,skewplot
skewreg.ado,skewreg.ado,skewreg
skewreg.sthlp,skewreg.sthlp,skewreg
../k/kurtosisreg.ado,kurtosisreg.ado,skewreg
../k/kurtosisreg.sthlp,kurtosisreg.sthlp,skewreg
spreadreg.ado,spreadreg.ado,skewreg
spreadreg.sthlp,spreadreg.sthlp,skewreg
../c/census80.dta,census80.dta,skewreg
skilmack.ado,skilmack.ado,skilmack
skilmack.hlp,skilmack.hlp,skilmack
sknor.ado,sknor.ado,sknor
sknor.hlp,sknor.hlp,sknor
skprobit.ado,skprobit.ado,skprobit
skprobit.sthlp,skprobit.sthlp,skprobit
sliceplot.ado,sliceplot.ado,sliceplot
sliceplot.hlp,sliceplot.hlp,sliceplot
slideplot.ado,slideplot.ado,slideplot
slideplot.hlp,slideplot.hlp,slideplot
slideviewer.ado,slideviewer.ado,slideviewer
slideviewer.hlp,slideviewer.hlp,slideviewer
slist.ado,slist.ado,slist
slist.sthlp,slist.sthlp,slist
slopepower.ado,slopepower.ado,slopepower
slopepower.sthlp,slopepower.sthlp,slopepower
slpower1.dta,slpower1.dta,slopepower
slpower2.dta,slpower2.dta,slopepower
slpower3.dta,slpower3.dta,slopepower
sls.ado,sls.ado,sls
sls_p.ado,sls_p.ado,sls
../_/_init_options.ado,_init_options.ado,sls
sls.sthlp,sls.sthlp,sls
sls_postestimation.sthlp,sls_postestimation.sthlp,sls
../l/lsls.mlib,lsls.mlib,sls
../l/lsls.do,lsls.do,sls
smcfcs.ado,smcfcs.ado,smcfcs
smcfcs.sthlp,smcfcs.sthlp,smcfcs
smcl2do.ado,smcl2do.ado,smcl2do
smcl2do.sthlp,smcl2do.sthlp,smcl2do
splitlog.ado,splitlog.ado,smcl2do
splitlog.sthlp,splitlog.sthlp,smcl2do
../p/parsefilename.ado,parsefilename.ado,smcl2do
../p/parsefilename.sthlp,parsefilename.sthlp,smcl2do
smclpres.ado,smclpres.ado,smclpres
smclpres.sthlp,smclpres.sthlp,smclpres
../p/pres2html.ado,pres2html.ado,smclpres
../p/pres2html.sthlp,pres2html.sthlp,smclpres
../l/lsmclpres.mlib,lsmclpres.mlib,smclpres
../b/background_grey.zip,background_grey.zip,smclpres
../r/raking.zip,raking.zip,smclpres
smcvir.ado,smcvir.ado,smcvir
smcvir_p.ado,smcvir_p.ado,smcvir
smcvir.sthlp,smcvir.sthlp,smcvir
../w/wine.dta,wine.dta,smcvir
smfit.ado,smfit.ado,smfit
smfit_ll.ado,smfit_ll.ado,smfit
smfit.hlp,smfit.hlp,smfit
smpred.ado,smpred.ado,smfit
smpred.hlp,smpred.hlp,smfit
smgfit.ado,smgfit.ado,smgfit
smgfit_ll.ado,smgfit_ll.ado,smgfit
smgfit.hlp,smgfit.hlp,smgfit
smhsiao.ado,smhsiao.ado,smhsiao
smhsiao.hlp,smhsiao.hlp,smhsiao
smileplot.ado,smileplot.ado,smileplot
smileplot.sthlp,smileplot.sthlp,smileplot
smileplot7.ado,smileplot7.ado,smileplot
smileplot7.sthlp,smileplot7.sthlp,smileplot
../m/multproc.ado,multproc.ado,smileplot
../m/multproc.sthlp,multproc.sthlp,smileplot
smithwelch.ado,smithwelch.ado,smithwelch
smithwelch.hlp,smithwelch.hlp,smithwelch
smrtbl.ado,smrtbl.ado,smrtbl
smrtbl.sthlp,smrtbl.sthlp,smrtbl
smrcol.ado,smrcol.ado,smrtbl
smrcol.sthlp,smrcol.sthlp,smrtbl
smrfmn.ado,smrfmn.ado,smrtbl
smrfmn.sthlp,smrfmn.sthlp,smrtbl
smrgivconditions.ado,smrgivconditions.ado,smrtbl
smvcir.ado,smvcir.ado,smvcir
smvcir_p.ado,smvcir_p.ado,smvcir
smvcir.sthlp,smvcir.sthlp,smvcir
../w/wine.dta,wine.dta,smvcir
smwoodbury.sthlp,smwoodbury.sthlp,smwoodbury
smwoodbury.mata,smwoodbury.mata,smwoodbury
smwoodbury_lu_solve.sthlp,smwoodbury_lu_solve.sthlp,smwoodbury
smwoodbury_lu.sthlp,smwoodbury_lu.sthlp,smwoodbury
smwoodbury_qr_solve.sthlp,smwoodbury_qr_solve.sthlp,smwoodbury
smwoodbury_qr.sthlp,smwoodbury_qr.sthlp,smwoodbury
smwoodbury_sym1_lu_solve.sthlp,smwoodbury_sym1_lu_solve.sthlp,smwoodbury
smwoodbury_sym1_lu.sthlp,smwoodbury_sym1_lu.sthlp,smwoodbury
smwoodbury_sym1_posdef_solve.sthlp,smwoodbury_sym1_posdef_solve.sthlp,smwoodbury
smwoodbury_sym1_posdef.sthlp,smwoodbury_sym1_posdef.sthlp,smwoodbury
smwoodbury_sym1_qr_solve.sthlp,smwoodbury_sym1_qr_solve.sthlp,smwoodbury
smwoodbury_sym1_qr.sthlp,smwoodbury_sym1_qr.sthlp,smwoodbury
smwoodbury_sym2_lu_solve.sthlp,smwoodbury_sym2_lu_solve.sthlp,smwoodbury
smwoodbury_sym2_lu.sthlp,smwoodbury_sym2_lu.sthlp,smwoodbury
smwoodbury_sym2_posdef_solve.sthlp,smwoodbury_sym2_posdef_solve.sthlp,smwoodbury
smwoodbury_sym2_posdef.sthlp,smwoodbury_sym2_posdef.sthlp,smwoodbury
smwoodbury_sym2_qr_solve.sthlp,smwoodbury_sym2_qr_solve.sthlp,smwoodbury
smwoodbury_sym2_qr.sthlp,smwoodbury_sym2_qr.sthlp,smwoodbury
../l/lsmwoodbury.mlib,lsmwoodbury.mlib,smwoodbury
sob.ado,sob.ado,sob
sob.sthlp,sob.sthlp,sob
socstrat.ado,socstrat.ado,socstrat
socstrat.sthlp,socstrat.sthlp,socstrat
soepdo.ado,soepdo.ado,soepdo
soepdo.sthlp,soepdo.sthlp,soepdo
soepren.ado,soepren.ado,soepren
soepren.hlp,soepren.hlp,soepren
soepuse.ado,soepuse.ado,soepuse
soepuse.sthlp,soepuse.sthlp,soepuse
soepadd.ado,soepadd.ado,soepuse
soepadd.sthlp,soepadd.sthlp,soepuse
solve.ado,solve.ado,solve
solve.sthlp,solve.sthlp,solve
somersd.ado,somersd.ado,somersd
somersd.sthlp,somersd.sthlp,somersd
somersd_mata.sthlp,somersd_mata.sthlp,somersd
somersd.pdf,somersd.pdf,somersd
somers_p.ado,somers_p.ado,somersd
../c/cendif.ado,cendif.ado,somersd
../c/cendif.sthlp,cendif.sthlp,somersd
../c/cendif.pdf,cendif.pdf,somersd
../c/censlope_iteration.sthlp,censlope_iteration.sthlp,somersd
../c/censlope.ado,censlope.ado,somersd
../c/censlope.sthlp,censlope.sthlp,somersd
../c/censlope.pdf,censlope.pdf,somersd
../l/lsomersd.mlib,lsomersd.mlib,somersd
../t/tidot.mata,tidot.mata,somersd
../t/tidottree.mata,tidottree.mata,somersd
../b/blncdtree.mata,blncdtree.mata,somersd
../_/_bcsf_bisect.mata,_bcsf_bisect.mata,somersd
../_/_bcsf_bracketing.mata,_bcsf_bracketing.mata,somersd
../_/_bcsf_regula.mata,_bcsf_regula.mata,somersd
../_/_bcsf_ridders.mata,_bcsf_ridders.mata,somersd
../_/_blncdtree.mata,_blncdtree.mata,somersd
../_/_somdtransf.mata,_somdtransf.mata,somersd
../_/_u2jackpseud.mata,_u2jackpseud.mata,somersd
../_/_v2jackpseud.mata,_v2jackpseud.mata,somersd
../m/mf_bcsf_bracketing.sthlp,mf_bcsf_bracketing.sthlp,somersd
../m/mf_blncdtree.sthlp,mf_blncdtree.sthlp,somersd
../m/mf_somdtransf.sthlp,mf_somdtransf.sthlp,somersd
../m/mf_u2jackpseud.sthlp,mf_u2jackpseud.sthlp,somersd
songbl.ado,songbl.ado,songbl
songbl.sthlp,songbl.sthlp,songbl
songbl_cie.sthlp,songbl_cie.sthlp,songbl
songbl_cn.sthlp,songbl_cn.sthlp,songbl
songbl_dir.sthlp,songbl_dir.sthlp,songbl
songbl_excel.sthlp,songbl_excel.sthlp,songbl
songbl_fy.sthlp,songbl_fy.sthlp,songbl
songbl_get.sthlp,songbl_get.sthlp,songbl
songbl_install.sthlp,songbl_install.sthlp,songbl
songbl_paper.sthlp,songbl_paper.sthlp,songbl
songbl_ssc.sthlp,songbl_ssc.sthlp,songbl
songbl_ssci.sthlp,songbl_ssci.sthlp,songbl
soreg.ado,soreg.ado,soreg
soreg.hlp,soreg.hlp,soreg
Stereotype_Regression.pdf,Stereotype_Regression.pdf,soreg
soreg.do,soreg.do,soreg
../b/backpain.dta,backpain.dta,soreg
../n/nausea.dta,nausea.dta,soreg
../p/pneum.dta,pneum.dta,soreg
sortl.ado,sortl.ado,sortl
sortl.hlp,sortl.hlp,sortl
sortlistby.ado,sortlistby.ado,sortlistby
sortlistby.hlp,sortlistby.hlp,sortlistby
sortlistby2.ado,sortlistby2.ado,sortlistby
sortlistby2.hlp,sortlistby2.hlp,sortlistby
sortobs.ado,sortobs.ado,sortobs
sortobs.hlp,sortobs.hlp,sortobs
sortrows.ado,sortrows.ado,sortrows
sortrows.hlp,sortrows.hlp,sortrows
../d/decompress.ado,decompress.ado,sortrows
../d/decompress.hlp,decompress.hlp,sortrows
sotable.ado,sotable.ado,sotable
sotable.sthlp,sotable.sthlp,sotable
sotable_getextract.ado,sotable_getextract.ado,sotable
spaces.ado,spaces.ado,spaces
../r/readlog.hlp,readlog.hlp,spaces
spagg.ado,spagg.ado,spagg
spagg.hlp,spagg.hlp,spagg
sparkline.ado,sparkline.ado,sparkline
sparkline.sthlp,sparkline.sthlp,sparkline
sparl.ado,sparl.ado,sparl
sparl.hlp,sparl.hlp,sparl
spatial_hac_iv.ado,spatial_hac_iv.ado,spatial_hac_iv
spatial_hac_iv.sthlp,spatial_hac_iv.sthlp,spatial_hac_iv
../n/numids5.hlp,numids5.hlp,spautoc
../n/neigh5.hlp,neigh5.hlp,spautoc
../d/dupneigh5.hlp,dupneigh5.hlp,spautoc
../d/dupneigh5.ado,dupneigh5.ado,spautoc
../n/numids5.ado,numids5.ado,spautoc
spautoc5.hlp,spautoc5.hlp,spautoc
spautoc5.ado,spautoc5.ado,spautoc
../n/neigh5.ado,neigh5.ado,spautoc
../n/numids.hlp,numids.hlp,spautoc
../d/dupneigh.hlp,dupneigh.hlp,spautoc
../n/neigh.hlp,neigh.hlp,spautoc
spautoc.hlp,spautoc.hlp,spautoc
spautoc.ado,spautoc.ado,spautoc
../d/dupneigh.ado,dupneigh.ado,spautoc
../n/neigh.ado,neigh.ado,spautoc
../n/numids.ado,numids.ado,spautoc
spautoreg.ado,spautoreg.ado,spautoreg
spautoreg.sthlp,spautoreg.sthlp,spautoreg
spautoreg.dlg,spautoreg.dlg,spautoreg
spautodurhm.ado,spautodurhm.ado,spautoreg
spautodurne.ado,spautodurne.ado,spautoreg
spautodurnn.ado,spautodurnn.ado,spautoreg
spautodurnw.ado,spautodurnw.ado,spautoreg
spautoerrne.ado,spautoerrne.ado,spautoreg
spautoerrnn.ado,spautoerrnn.ado,spautoreg
spautoerrnw.ado,spautoerrnw.ado,spautoreg
spautolaghm.ado,spautolaghm.ado,spautoreg
spautolagne.ado,spautolagne.ado,spautoreg
spautolagnn.ado,spautolagnn.ado,spautoreg
spautolagnw.ado,spautolagnw.ado,spautoreg
spautosacne.ado,spautosacne.ado,spautoreg
spautosacnn.ado,spautosacnn.ado,spautoreg
spautosacnw.ado,spautosacnw.ado,spautoreg
spautoreg.dta,spautoreg.dta,spautoreg
SPW.dta,SPW.dta,spautoreg
spautoreg.do,spautoreg.do,spautoreg
spcs2xt.ado,spcs2xt.ado,spcs2xt
spcs2xt.sthlp,spcs2xt.sthlp,spcs2xt
spcs2xt.dlg,spcs2xt.dlg,spcs2xt
spcs2xt.dta,spcs2xt.dta,spcs2xt
spdir.ado,spdir.ado,spdir
spdir.hlp,spdir.hlp,spdir
spearman2.ado,spearman2.ado,spearman2
spearman2.hlp,spearman2.hlp,spearman2
spec_stand.ado,spec_stand.ado,spec_stand
spec_stand.hlp,spec_stand.hlp,spec_stand
spec_stand_example.do,spec_stand_example.do,spec_stand
spec_stand_ex.dta,spec_stand_ex.dta,spec_stand
spec_stand_pop_2000.dta,spec_stand_pop_2000.dta,spec_stand
specc.ado,specc.ado,specc
specc.sthlp,specc.sthlp,specc
speccheck.ado,speccheck.ado,speccheck
speccheck.sthlp,speccheck.sthlp,speccheck
spechist.ado,spechist.ado,spechist
spechist.sthlp,spechist.sthlp,spechist
specialexp.sthlp,specialexp.sthlp,specialexp
specialexp_source.sthlp,specialexp_source.sthlp,specialexp
../l/lspecialexp.mlib,lspecialexp.mlib,specialexp
spectdens.ado,spectdens.ado,spectdens
spectdens.sthlp,spectdens.sthlp,spectdens
speedergles.ado,speedergles.ado,speedergles
speedergles.sthlp,speedergles.sthlp,speedergles
spell.ado,spell.ado,spell
spell.hlp,spell.hlp,spell
spell2panel.ado,spell2panel.ado,spellutil
spell2panel.hlp,spell2panel.hlp,spellutil
spellmerge.ado,spellmerge.ado,spellutil
spellmerge.hlp,spellmerge.hlp,spellutil
spellsplit.ado,spellsplit.ado,spellutil
spellsplit.hlp,spellsplit.hlp,spellutil
spgen.ado,spgen.ado,spgen
spgen.sthlp,spgen.sthlp,spgen
spgen.pdf,spgen.pdf,spgen
spglsxt.ado,spglsxt.ado,spglsxt
spglsxt.sthlp,spglsxt.sthlp,spglsxt
spglsxt.dlg,spglsxt.dlg,spglsxt
spglsxt.dta,spglsxt.dta,spglsxt
spglsxt1.dta,spglsxt1.dta,spglsxt
SPWxt.dta,SPWxt.dta,spglsxt
SPWxt1.dta,SPWxt1.dta,spglsxt
spgmm.ado,spgmm.ado,spgmm
spgmm.sthlp,spgmm.sthlp,spgmm
spgmm.dlg,spgmm.dlg,spgmm
spgmm.dta,spgmm.dta,spgmm
spgmm1.dta,spgmm1.dta,spgmm
SPWcs.dta,SPWcs.dta,spgmm
spgmmxt.ado,spgmmxt.ado,spgmmxt
spgmmxt.sthlp,spgmmxt.sthlp,spgmmxt
spgmmxt.dlg,spgmmxt.dlg,spgmmxt
spgmmxt.dta,spgmmxt.dta,spgmmxt
spgmmxt1.dta,spgmmxt1.dta,spgmmxt
SPWxt.dta,SPWxt.dta,spgmmxt
SPWxt1.dta,SPWxt1.dta,spgmmxt
spgrid.ado,spgrid.ado,spgrid
spgrid.sthlp,spgrid.sthlp,spgrid
../i/Italy-Exclude.dta,Italy-Exclude.dta,spgrid
../i/Italy-OutlineCoordinates.dta,Italy-OutlineCoordinates.dta,spgrid
sphdist.ado,sphdist.ado,sphdist
sphdist.hlp,sphdist.hlp,sphdist
../d/deg2rad.ado,deg2rad.ado,sphdist
spider.ado,spider.ado,spider
spider.sthlp,spider.sthlp,spider
spike.ado,spike.ado,spike
../m/ml_spike.ado,ml_spike.ado,spike
spike.hlp,spike.hlp,spike
../f/ferry_dataset.dta,ferry_dataset.dta,spike
spikeplt.ado,spikeplt.ado,spikeplt
spikeplt.hlp,spikeplt.hlp,spikeplt
spineplot.ado,spineplot.ado,spineplot
spineplot.sthlp,spineplot.sthlp,spineplot
spkde.ado,spkde.ado,spkde
spkde.sthlp,spkde.sthlp,spkde
../i/Italy-DataPoints.dta,Italy-DataPoints.dta,spkde
../i/Italy-OutlineCoordinates.dta,Italy-OutlineCoordinates.dta,spkde
splagvar.ado,splagvar.ado,splagvar
splagvar_randper.ado,splagvar_randper.ado,splagvar
splagvar.mata,splagvar.mata,splagvar
../l/lsplagvar.mlib,lsplagvar.mlib,splagvar
splagvar.hlp,splagvar.hlp,splagvar
splinefit.ado,splinefit.ado,splinefit
splinefit.sthlp,splinefit.sthlp,splinefit
split.ado,split.ado,split
split.hlp,split.hlp,split
splitit.ado,splitit.ado,splitit
splitit.sthlp,splitit.sthlp,splitit
../t/testdata_splitit.dta,testdata_splitit.dta,splitit
splitvallabels.ado,splitvallabels.ado,splitvallabels
splitvallabels.hlp,splitvallabels.hlp,splitvallabels
spmap.ado,spmap.ado,spmap
spmap.hlp,spmap.hlp,spmap
spmap_arrow.ado,spmap_arrow.ado,spmap
spmap_color.ado,spmap_color.ado,spmap
spmap_diagram.ado,spmap_diagram.ado,spmap
spmap_examples.ado,spmap_examples.ado,spmap
spmap_label.ado,spmap_label.ado,spmap
spmap_line.ado,spmap_line.ado,spmap
spmap_point.ado,spmap_point.ado,spmap
spmap_polygon.ado,spmap_polygon.ado,spmap
spmap_psl.ado,spmap_psl.ado,spmap
spmap_scalebar.ado,spmap_scalebar.ado,spmap
../i/Italy-Capitals.dta,Italy-Capitals.dta,spmap
../i/Italy-Highlights.dta,Italy-Highlights.dta,spmap
../i/Italy-Lakes.dta,Italy-Lakes.dta,spmap
../i/Italy-OutlineCoordinates.dta,Italy-OutlineCoordinates.dta,spmap
../i/Italy-OutlineData.dta,Italy-OutlineData.dta,spmap
../i/Italy-RegionsCoordinates.dta,Italy-RegionsCoordinates.dta,spmap
../i/Italy-RegionsData.dta,Italy-RegionsData.dta,spmap
../i/Italy-Rivers.dta,Italy-Rivers.dta,spmap
spmlreg.ado,spmlreg.ado,spmlreg
spmlreg_sac.ado,spmlreg_sac.ado,spmlreg
spmlreg_lag.ado,spmlreg_lag.ado,spmlreg
spmlreg_error.ado,spmlreg_error.ado,spmlreg
spmlreg_estat.ado,spmlreg_estat.ado,spmlreg
spmlreg.sthlp,spmlreg.sthlp,spmlreg
spmlreg_postestimation.sthlp,spmlreg_postestimation.sthlp,spmlreg
